name,image_url,main_tag,description
राजस्थानी कढ़ी रेसिपी - Rajasthani Kadhi (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/rajasthani_kadhi_1600.jpg,rajasthani lunch vegetarian  ,राजस्थानी कढ़ी एक बहुत ही प्रसिद्ध डिश है जो राजस्थान में बनाई जाती है. इस डिश को अक्सर रोटी या चावल के साथ परोसा जाता है. इसमें रोज के मसलो का तड़का दिया जाता है जो इसके स्वाद को और भी बढ़ा देता है. दही और बेसन से बनी यह डिश स्वाद से भरपूर है. 
ककड़ी और हरी मिर्च का रायता रेसिपी - Cucumber Green Chilli Raita (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/sept-20/Cucumber_Carrot_Tomato_Raita_No_Onion_No_Garlic_Vrat_Food-2.jpg,indian sidedish vegetarian  ,"ककड़ी और हरी मिर्च का रायता बनाने के लिए दही में ककड़ी, और हरी मीर्च डाले। इसमें जीरा पाउडर और लाल मिर्च पाउडर डाला जाता है जिससे इसका स्वाद सुर भी बढ़ जाता है. इस रायते को आप अपने खाने के साथ परोस सकते है. "
Maharashtrian Style Kairichi Dal Recipe (Chana Dal and Raw Mango Hash),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Maharashtrian_Style_Kairichi_Dal_Recipe_Chana_Dal_and_Raw_Mango_Hash.jpg,"maharashtrian sidedish vegetarian  bengalgramdal, raw, haldi, dhania, raikadugu, hing  ",Maharashtrian Style Kairichi Dal Recipe (Chana Dal and Raw Mango Hash) is a delicious side dish that is popular in Maharashtra. It is made by coarsely grinding with chana dal and tossed with grated mango and coconut. The recipe has few ingredients that needs less time for cooking as well. If you have some extra raw mangoes at home then you can create this wonderful recipe in no time.
Maharashtrian Style Dashmi Roti Recipe (Jaggery Flatbread) ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Maharashtrian_Style_Dashmi_Roti_Recipe_Jaggery_Flat_Bread_.jpg,maharashtrian sidedish vegetarian  ,"Maharashtrian Style Dashmi Roti Recipe (Jaggery Flatbread) is made by just adding jaggery to your everyday roti dough. This will give a mild sweetness in the bread which can be paired to any kind of spicy gravy or can be just eaten with a pickle by the side. Jaggery is a wonderful supplement to sugar and there are added benefits like it helps in detoxing the liver, purifies blood and boosts immunity."
Carrot Idli Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/happytrioexplains-gmail.com/Carrot_Idli_Recipe_.jpg,"southindian southindianbreakfast vegetarian  gajjar, raikadugu, split, fenugreekseeds  ",Idli is a healthy breakfast option for kids as it is steam cooked also helps in easy digestion. Let’s make the Idli interesting by adding some Carrot which makes the idli more colourful and looks pleasing so that it tempts the kids. It is easy to make and is apt to serve it during your breakfast for a healthy and filling meal.  You can also pack this for your or your kids lunch box.
Mixed Vegetables Oats Idli Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Roop/Mixed_Vegetables_Oats_Idli.jpg,"southindian southindianbreakfast vegetarian  oatmeal, semolinarava, dahiyogurt, split, moongphali, hing, jeera, gajjar, capsicum, raikadugu, dhania  ","We all are very well aware about it, that Oats is very healthy to human body. Oats is a multitasking ingredient, we can make dessert, snacks, appetizers and many more from it. It is very nutritious, full of fiber and of course more than enough to cover your stomach if you starving. So today I am gonna share a healthy and scrumptious recipe of Oats, this is mixed vegetables oats idli. In this recipe, along with Oats i also used some rava and yogurt which gives slight sour taste, and pinch of baking soda to get the soft and fluffy texture. So lets begin to make these yummy mixed vegetables Oats idli now."
कश्मीरी मुंज हाक रेसिपी - Knol Khol Flavored With Asafoetida (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/MUNJ_HAAKH__KNOL_KHOL_FLAVORED_WITH_ASAFOETIDA_KASHMIRI_VEG.jpg,kashmiri lunch vegetarian  ,नोल नोल को गंथ गोभी भी कहा जाता है और इस सब्ज़ी को कश्मीरी खाने में बहुत प्रयोग किआ जाता है. मुंज हाक में नोल नोल को हींग के साथ फ्लेवर किया जाता है. इस सब्ज़ी में बहुत कम सामग्री का प्रयोग किआ जाता है और जल्दी भी बन जाती है. 
बेले डोसा रेसिपी - Lentil Dosa (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Bele_Dose_Recipe_Lentil_Dosa_Recipe_.jpg,karnataka southindianbreakfast vegetarian  split  ,बेले डोसा एक पतला क्रिस्पी डोसा है जिसे बहुत साड़ी डालो के साथ बनाया जाता है. इसमें दालो को 1 दिन के लिए भिगोया जाता है और उन्हें पीस कर उसका डोसा बनाया जाता है. आप इस डोसे को अपने नाश्ते में बना सकते है या फिर आप इससे अपने रात के खाने के लिए भी परोस सकते है. 
पालक रायता रेसिपी - Spinach Yogurt Salad (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Raitas/Palak_Raita_Keerai_Thayir_Pachadi_Spinach_Yogurt_Salad-6.jpg,indian sidedish vegetarian  ,"पालक रायता एक ताज़ा रायता है जो विटामिन, मिनरल और प्रोटीन से भरा हुआ होता है. इसमें दही में पालक मिला के उसमे जीरे का तड़का दिए जाता है. यह बनाने में आसान है और आप इसे अपने भोजन के साथ साइड डिश के रूप में परोस सकते है. "
भिंडी रायता रेसिपी - Bhindi Raita (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Bhindi_Raita_Okra_Salad.jpg,indian sidedish vegetarian  ,भिंडी रायता एक स्वादिष्ठ साइड डिश है जो आप अपने खाने के साथ परोस सकते है. इस डिश में दही में ओकरा को सेक कर डाला जाता है. यह आपके खाने में भिंडी को डालने का एक अच्छा तरीका है. कुरकुरी भिंडी इस रायते का स्वाद और भी बढ़ा देती है. 
Udupi Style Red Parboiled Rice Sevai Recipe (Red Rice Vermicelli),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Udupi_Style_Red_Parboiled_Rice_Sevai_Recipe_Red_Rice_Vermicelli.jpg,udupi southindianbreakfast vegetarian  ,"Udupi Style Red Parboiled Rice Sevai Recipe is a traditional breakfast recipe from the Udupi region of Karnataka. Freshly made rice noodles are also referred as Sevai. Here, the sevai is prepared using the red parboiled rice, which is much healthier than the white rice. Red rice is believed to have higher amount of Fibre, Vitamin B, Calcium, Zinc and Iron, Manganese making it super nutritious. Udupi Style Red Parboiled Rice Sevai Recipe, is a simple yet a little labour intensive, but the delicious rice vermicelli at the end makes up for it."
Maharashtrian Kolambi Che Lonche Recipe (Prawns In Pickle Masala),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/monica_deshpande/Kolambiche_Lonche_Pickled_Prawns_recipe_1_edited.jpg,"maharashtrian sidedish nonvegeterian  tigerorjumboprawns, fenugreekseeds, haldi  ","Maharashtrian Kolambi Che Lonche Recipe is a very spicy side dish recipe that is made with pickle masala. Mum used to send us a hot lunch every day of the school week. Saturday mornings were spent looking forward to the fish that would invariably arrive in our tiffin due to fish market on every Saturday. Unlike other days when we hurriedly finished our lunch and set off playing, lunch was an unhurried affair, drooling for the seafood that mom would pack for me. Each bite was savored and even sharing among friends was far fetched when there was fish or seafood."
लेमन ओट्स रेसिपी - Lemon Oats (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Lemon_Oats.jpg,indian indianbreakfast vegetarian  split  ,"नींबू चावल हर घर में बहुत लोकप्रिय है। जल्दी, आसान, कम श्रम दोपहर का भोजन / रात के खाने के विकल्पों के बारे में सोचो, नींबू चावल निश्चित रूप से भारतीय परिवारों में बनाया जाता है। मेरे पास आपके लिए अच्छी खबर है, नींबू चावल की तरह ही आप ओट्स से इसका स्वस्थ पुलाव बना सकते है. लेकिन जायके पर समझौता किए बिना! लेमन ओट्स बनाने के लिए चावल के स्थान पर ओट्स का उपयोग होता है. उन व्यस्त, आलसी, आखिरी मिनट के खाने के लिए, यह लेमन ओट्स बनाए।"
गोभी और ककड़ी का रायता रेसिपी - Cauliflower & Cucumber Raita (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Raitas/Cauliflower_and_Cucumber_Raita_Recipe_Cauliflower_Yogurt_Salad-1.jpg,indian sidedish vegetarian  ,गोभी और ककड़ी का रायता गोभी और ककड़ी को परोसने का एक अच्छा तरीका है. यह बनाने में आसान है और आप इसे खाने के साथ परोस सकते है. 
चकुंदर का रायता रेसिपी - Beetroot Raita (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Raitas/Beetroot_Raita_Recipe_Cold_Beet_and_Yogurt_Soup_Salad-1.jpg,"indian sidedish vegetarian  सफ़ द, स प ल ट  ","चकुंदर का रायता सीके हुए चकुंदर, दही और मसालो का एक स्वादिष्ट मेल है. इसमें हमने टिल और दाल का तड़का दिया है लेकिन आप अपनी इच्छा से कुछ भी प्रयोग कर सकते है. यह रायता बनाने में आसान है और आपके खाने का स्वाद और भी बढ़ा देता है. "
खंदेशी दाल रेसिपी - Khandeshi Dal (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Rupal_Patel/Khandeshi_Dal.jpg,maharashtrian lunch highproteinvegetarian  मस रद ल त अरद ल उरदद ल चन द ल  ,"खंदेशी दाल हर महाराष्ट्रियन घर में बनाई जाती है. यह एक सरल, तीखी और स्वाद से भरी दाल है. इसे आप अपने रोज के खाने के लिए पकाए और गरमा गरम परोसे। इसमें पक्के मसाले का प्रयोग होता है जो इसके स्वाद को और भी बढ़ाता है. "
सेवई बिरयानी रेसिपी - Vermicelli Biryani (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sindhu_bharadwaj/vermicelli_biryani.jpg,"indian southindianbreakfast vegetarian  हर, ",सेवई बिरयानी एक सरल और जल्दी बनने वाली डिश है जिसे नाश्ते या रात के खाने के लिए परोसा जा सकता है. इस रेसिपी को आप अपने बच्चो के लंच बॉक्स में भी पैक कर सकते है. इसमें बहुत साड़ी सब्ज़िओ का भी प्रयोग किआ जाता है जो इस रेसिपी को सेहतमंद बनाता है. 
पत्ता गोभी की भुर्जी रेसिपी - Cabbage Bhurji (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Cabbage_Bhurji_Recipe_.jpg,northindian northindianbreakfast eggetarian  ,पत्ता गोभी की भुर्जी एक सरल भुर्जी को ट्विस्ट है. इस भुर्जी में अंडे के साथ पत्ता गोभी को भी पकाया जाता है. इससे रेसिपी में क्रंच आता है जो इसका स्वाद और भी बढ़ा देता है. पत्ता गोभी की भुर्जी स्वादिष्ट के साथ साथ सेहत मंद भी है. 
मसाला पालक भुर्जी रेसिपी - Masala Palak Bhurji (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Masala_Spinach_Omelette_Recipe_.jpg,"indian northindianbreakfast eggetarian  हर, ",मसाला पालक भुर्जी एक सरल भुर्जी है जिसमे पालक का प्रयोग किआ जाता है. यह सेहत के लिए अच्छी है क्यूंकि अंडो से प्रोटीन मिलता है और पालक से आयरन। इस डिश को आप अपने सुनह के नाश्ते के लिए परोस सकते है या फिर शाम को चाय के साथ स्नैक के जैसे खा सकते है.
Masala Palak Bhurji Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Masala_Spinach_Omelette_Recipe_.jpg,"indian northindianbreakfast eggetarian  capsicum, caromseeds, jeera, haldi  ",Masala Spinach Omelette Recipe is a quick whip up with chopped spinach and the ready available vegetables at your Kitchen. We have incorporated Iron into the scramble by adding some chopped spinach. A good amount of protein will be provided from the Whole eggs which will be helpful to be included in your everyday breakfast.
मूली रायता रेसिपी - Spiced Yogurt Salad with Radish (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Raitas/Mooli_Raita_Recipe_Spiced_Yogurt_Salad_with_Radish-1-2.jpg,"indian sidedish vegetarian  ब र कक टल, ","मूली में मिनरल की मात्रा अधिक होती है इसलिए इससे सलाद में भी खाया जाता है. मूली का कहीं प्रकार से प्रयोग किआ जाता है जैसे की अचार, सलाद, चटनी, सांबर और कहीं और तरीके से. इस रेसिपी में हम मूली का रायता बनाएंगे जो आप अपने खाने के साथ परोस सकते है. "
पंजाबी लोबिया मसालारेसिपी -Punjabi Style Black Eyed Beans Curry (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Punjabi_Lobia_Masala_Recipe_Punjabi_Style_Black_Eyed_Peas_Curry.jpg,indian dinner vegetarian  ,"लोबिया बहुत पॉष्टिक होता हैं।  इसमें फेट बिलकुल नहीं हैं, और कैलोरिज भी बहुत कम हैं। यह डायबिटीज और हार्ट पेशेंट्स के लिए बहुत अच्छा होता हैं। लोबिया में फॉल्ट्स और पोटैशियम की अछि मात्रा होती हैं जो प्रेगनेंसी के वक़्त अच्छा होता हैं। पंजाबी लोबिया मसाला बहुत स्वादिष्ट और आसान रेसिपी हैं। लोबिया का ऐसे कोई स्वाद नहीं होता, इसलिए इसे मसालो के साथ पकाया जाता हैं। पंजाबी लोबिया मसाला को फुल्का और चावल के साथ रात के भोजन में परोसे। "
Karnataka Style Bele Saaru Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Karnataka_Style_Bele_Saru_Recipe_.jpg,"karnataka lunch vegetarian  splittoordal, haldi, dhania, jeera, raikadugu, fenugreekseeds, raikadugu  ",Karnataka Style Bele Saaru Recipe a simple lentil soup of Karnataka more specifically Mysore. The thin soup has toor dal which is pressure cooked and mixed with tangy tamarind water and spiced up with home ground rasam powder that you can make it in a jiffy. The rasam has also a slight taste of jaggery that makes it the most comforting dish to be had with some steamed rice.
Gur Paare Recipe (A traditional Punjabi Wedding Sweet),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Gur_Paare_A_traditional_Punjabi_Wedding_Sweet.jpg,"punjabi snack vegetarian  maida, saunf  ","The Gur Paare Recipe is a traditional Punjabi sweet that is made during the festive season or when there is a special occasion in the family, like a wedding. I love weddings but one of my favorite part of the punjabi weddings is the shaadi ki mithai. The sugar and jaggery sweet almost similar to a candy or a sugar coated biscuit is very typical of a Punjabi wedding and no wedding is considered complete without it. But it can be eaten as snacks and also served in kids' tiffin box."
Punjabi Sabut Moong Ki Dal Recipe (Whole Green Lentils Cooked With Punjabi Spices),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Punjabi_Sabut_Moong_Dal.jpg,"northindian lunch highproteinvegetarian  whole, jeera, haldi, dhania  ","Punjabi Sabut Moong Ki Dal or Whole Green Lentils Cooked With Spices is one of the most comforting dals. If there is one thing I love the most about Punjabi cuisine is its extensive use of dals i.e., lentils. Not a single meal passes by devoid of dal in the menu and there are no two consecutive days that will see the same dal being made. This recipe uses Sabut Moong or white green lentils that are not split or skinned. Rich in proteins and other essential nutrients it is a wholesome comforting preparation. Stewed with onion, ginger, garlic, tomatoes and spices it is a perfect addition to any winter meal."
Punjabi Choori Recipe (Sweet Crumbled Rotis),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Choore.jpg,punjabi snack vegetarian  ,"Punjabi Choori Recipe is a traditional sweet made out of leftover parathas or rotis by crumbling and pounding them coarsely and stir frying them with ghee, sugar, dry fruits and nuts. This is specially given to young kids in the winter season as ghee is known to warm the body and keep young ones from catching cold. This Punjabi style sweet crumbled dessert is also a great way to use up leftover rotis the next day. You can even eat Punjabi Choori as an indulgent mid morning snack with a glass of milk or pack it for your kid’s snack box."
Punjabi Wadi Choliya Ki Sabzi Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Sonal_Gupta/Punjabi_Wadi_Chholiya_ki_Sabzi.jpg,"punjabi sidedish highproteinvegetarian  wadi, dahiyogurt, hing, dhania, haldi, dhania  ","Punjabi Wadi Choliya Ki Sabzi Recipe is a traditional recipe that is made in the North Indian Cuisine. It is very seasonal crop and is usually made when it is sold fresh in its long stalks. The Punjabi choliya recipe is so different from the traditional Punjabi Chana recipe and tastes just as delicious. If you find some fresh Choliya in season, then you must give this a try. If you buy the dried variety, then you should soak the Choliya in water for a few hours and then cook it as desired."
सेमिया उपमा रेसिपी -Semiya Upma (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Semiya_Upma_Recipe_Vermicelli_Savory_Breakfast_Pudding-1.jpg,southindian southindianbreakfast vegetarian  split  ,सेमिया उपमा एक सरल रेसिपी है जो आप अपने नाश्ते के लिए बना सकते है. यह दक्षिण भारत में नारियल या टमाटर की चटनी के साथ परोसा जाता है. आप इससे अपने बच्चो के लंच बॉक्स में भी पैक कर सकते है. 
टमाटर प्याज और ककड़ी का रायता रेसिपी - Tomato Onion Cucumber Raita (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Raitas/Tomato_Onion_Cucumber_Raita_Recipe-1-2.jpg,indian sidedish vegetarian  ,टमाटर प्याज और ककड़ी का रायता एक सेहतमंद और स्वादिष्ट रायता है जिसे अक्सर बिरयानी के साथ परोसा जाता है. इसमें हरी मिर्च और जीरा पाउडर डाला जाता है जो इस रायते को और भी स्वादिष्ठ बनाता है. 
ब्रेड उपमारेसिपी - Quick and Easy Bread Upma (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Breakfast_Spicy_Bread_Upma_Poha_Recipe-4.jpg,"indian southindianbreakfast vegetarian  haldi, raikadugu, salted, dhania  ","ब्रेड उपमा उन दिनों के लिए अच्छा है जब आप बची हुई ब्रेड को इस्तेमाल करना चाहते हो. इस डिश में ब्रेड को टमाटर, प्याज, हरी मिर्च, धनिया और सांबर पाउडर के साथ पकाया जाता है. आप इस डिश को नाश्ते में या फिर अपने बच्चो के लंच बॉक्स में पैक कर सकते है. "
Maharashtrian Style Kakdichi Amti (Cucumber Gravy Recipe),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Maharashtrian_Style_Kakdichi_Amti_Cucumber_Gravy_Recipe.jpg,"maharashtrian lunch vegetarian  dhania, raikadugu, haldi  ",Maharashtrian Style Kakdichi Amti (Cucumber Gravy Recipe) is an interesting gravy that is made with chunks of cucumber which is stewed in a ground coconut curry. It is a traditional recipe from maharashtra which has a well balanced flavor of sweetness and sourness in the curry.  There is no dal used in this Amti recipe but traditionally most of them contain dal to make a luscious gravy. The recipe is simple and the richness is because of freshly grated coconut. 
Maharashtrian Style Semolina and Yogurt Cake Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Maharashtrian_Style_Semolina_and_Yogurt_Cake_Recipe.jpg,"maharashtrian dessert vegetarian  semolinarava, dahiyogurt, elaichi  ","Maharashtrian Style Semolina and Yogurt Cake Recipe, a comforting cake to be had anytime of the day. The semolina is soaked in yogurt and flavored with saffron strands. Once it is soaked it is then baked in the oven till they firm up. The recipe is so simple and you can as well steam them in a vegetable steamer if you do not have an oven to bake."
बूंदी रायता रेसिपी - Boondi Raita Recipe Spiced With Black Salt (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Raitas/Boondi_Raita_Recipe_Archanas_Kitchen_Yogurt_Dip_Vegetarian-1_1600.jpg,indian sidedish vegetarian  ,"बूंदी रायता एक सिंपल रायता है जो हर घर में बनाया जाता है और बिरयानी, पुलाव या रायते के साथ परोसा जाता है. इस रायते में बूंदी डाली जाती है, जो की बेसन से बनाई जाती है. यह रायता बनाने में आसान है और आपके खाने का स्वाद और भी बढ़ाता है. अक्सर यह रायता उत्तर प्रदेश के घरो में बहुत बनाया जाता है. "
राजस्थानी घसेला रेसिपी - Besan Ka Pitta (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Rajasthani_Ghasela_Recipe_Besan_Ka_Pitta.jpg,rajasthani lunch vegetarian  ,राजस्थानी घसेला को बेसन और मसालो के साथ पकाया जाता है. यह सब्ज़ी राजस्थान के घरो में तब बनाई जाती है जब फ्रिज में सब्ज़िया ख़तम हो जाए. यह सब्ज़ी बनाने में आसान है और 20 मिनट से काम में बनाई जा सकती है. 
गवार कद्दू की सब्ज़ी रेसिपी - Gavar Pumpkin Sabji (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Gavar_cluster_beans_Pumpkin_Sabji.jpg,indian lunch vegetarian  ग र न शक ल ए  ,गवार कद्दू की सब्ज़ी एक सरल और स्वादिष्ठ सब्ज़ी है जो आप अपने खाने के साथ साइड डिश की तरह परोस सकते है. कद्दू से इस सब्ज़ी में थोड़ा मीठापन आता है जो की इस सब्ज़ी को और भी स्वादिष्ठ बनाता है. इसमें रोज के मसालों का प्रयोग किआ जाता है और आप इसे अपने लंच बॉक्स में भी पैक कर सकते है.
हरी फली की सब्ज़ी रेसिपी - Green Beans Fry (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Green_Beans_Fry.jpg,indian lunch vegetarian  ,"हरी फली की सब्ज़ी एक सरल, सेहतमंद और स्वादिष्ट सब्ज़ी है जिसे 30 मिनट से भी काम समय में बनाया जा सकता है. इस सब्ज़ी को दक्षिण भारत में साइड सिद्ध के रूप में परोसा जाता है."
टमाटर डोसा रेसिपी - Tomato Dosa (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Instant_Tomato_Dosa.jpg,"southindian southindianbreakfast vegetarian  split, ड स बन न क ल ए  ","टमाटर डोसा एक प्रकार का दक्षिण भारतीय डोसा है जिसे अधिकतर नाश्ते में खाया जाता है. क्यूंकि नाश्ता दिन का सबसे महत्वपूर्ण भोजन होता है, हमे इससे स्वादिष्ठ और सेहतमंद रखना चाहिए।डोसा में प्रोटीन की मात्रा अधिक होती है, इसलिए इससे नाश्ते के लिए सुबह परोसे। यह उन दिनों के लिए भी अच्छा है जब आप जल्दी में है और कुछ स्वादिष्ठ बनाना चाहते है. "
Kaddu Palak Roti Recipe (Pumpkin Spinach Flat Bread),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/KarthikaKrishnan/Kaddu_Palak_Roti.jpg,"northindian indianbreakfast highproteinvegetarian  parangikaipumpkin, redonepreferably, haldi, dhania, jeera  ","Healthy rotis prepared with sweet pumpkin and spinach with spices that you won’t get a clue of an addition of pumpkin and its sweetness in the recipe, thus making it apt for adults and kids. Wheat flour is mixed with chopped spinach, grated pumpkin, and spices. Then the dough is rolled into flatbreads. They are nutritious with palak and delicious with pumpkin supplying the required Calcium, Iron and Vitamin C content to the body. They are best served with raita or a curry of your choice. "
Assamese Style Ghila Pitha Recipe (Sweetened Rice Fritters Recipe) ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Assamese_Style_Ghila_Pitha_Recipe_Rice_Flour_Fritters_Recipe_.jpg,assamese snack vegetarian  elaichi  ,"Assamese Style Ghila Pitha Recipe (Rice Fritters Recipe) is a wonderful snack or a dessert that is lightly sweetened with jaggery and flavored with cardamom made in rice batter. The addition of cardamom and lemon rind is a twist with our experimentation, to enhance the flavor of the dish."
Carrot Semolina Phirni Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Carrot_Semolina_Phirni_Recipe_.jpg,"northindian dessert vegetarian  gajjar, semolinarava, elaichi, badam  ",Carrot Semolina Phirni Recipe is a quintessential dessert that ends the Ramadan meal with a sweet note. It is also prepared during the other important festive occasion like muslim wedding. Most of the Phirni is prepared with rice and milk but we have added a twist by added some grated carrot and cooked in milk. The addition of semolina to the Phirni creates a wonderful creamy texture which will urge you to try more.
सब्ज़ी रवा उपमा रेसिपी - Savory Semolina Breakfast Pudding (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Vegetable_Rava_Upma_Savory_Semolina_Breakfast_Pudding-1.jpg,southindian southindianbreakfast vegetarian  split  ,"सब्ज़ी रवा उपमा एक पारंपरिक दक्षिण भारतीय नाश्ता है जो सूजी से बनाया जाता है और सब्जियों और मसालों के साथ पकाया जाता है। यह संयोजन कर्नाटक में चाउ चाउ भात के रूप में लोकप्रिय है। घर पर हम इसे ताज़ा फिल्टर कॉफ़ी के साथ खाना पसंद करते हैं. मेरे बच्चे इस पकवान के साथ केले, दही और चटनी भी लेना पसंद करते हैं."
लौकी रायता रेसिपी - Grated Bottle Gourd Yogurt Salad (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Raitas/Lauki_Raita_Recipe_Grated_Bottle_Gourd_Yogurt_Salad-1.jpg,indian sidedish vegetarian  ,लौकी रायता एक सेहतमंद रेसिपी है जिसमे कसी हुई लौकी का प्रयोग होता है. लौकी को दूधी भी कहाँ जाता है और इसमें बहुत सारे पोषक गुण भी है. यह लौकी रायता आप अपने खाने के साथ परोसे। यह बनाने में तो आसान है ही और आपके खाने का स्वाद भी बढ़ाता है. 
अंडा भुर्जी रेसिपी - Anda Bhurji (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Indian_Style_Scrambled_Eggs_Anda_Bhurji.jpg,northindian northindianbreakfast eggetarian  ,"अंडा भुर्जी भारत में नाश्ते के लिए प्रसिद्ध है। मिर्च, प्याज और टमाटर के साथ अंडो का मिश्रण एक आकर्षक उच्च प्रोटीन नाश्ता हैं। यह बनाने में आसान है और खाने में स्वादिष्ट भी."
वेगन नारियल का रायता रेसिपी - Vegan Coconut Yogurt (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Gauravi_Vinay/Vegan_Coconut_yogurt.jpg,indian sidedish vegan  ,नारियल का रायता डेरी फ्री रायता है और बनाने में बहुत आसान भी है. यह रायता उन लोगो के लिए प्रयाप्त है जो की दही नहीं खा सकते या फिर वेगन डाइट का पालन करते है. 
पंजाबी आलू पराठा रेसिपी - Spiced Indian Potato Flatbread (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breads/Easy_Aloo_Paratha_Recipe_North_Indian_Punjabi_Style-1.jpg,punjabi northindianbreakfast vegetarian  ,"पंजाबी आलू पराठा किसको पसंद नै है? इस पराठे में उबले हुए आलू का मसाला भरा जाता है. मसाले को स्वादिष्ठ बनाने के लिए उसमे प्याज, हरी मिर्च, धनिया डाला जाता है और फिर उस मसाले को पराठो में डालकर सीखा जाता है. अक्सर आलू पराठे को उत्तर भारत में नाश्ते में परोसा जाता है. "
पापड़ रायता रेसिपी - Papad Raita (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Papad_Raita_Recipe.jpg,indian sidedish vegetarian  ,पापड़ रायता एक अलग तरह का रायता है जो दूसरे रायतो से थोड़ा अलग है. यह बनाने में आसान है और इसमें बहुत काम सामग्री का प्रयोग होता है. मसाले वाला पापड़ इस रायते को और भी स्वादिष्ट बना देता है.  
दाल मखनी रेसिपी - Creamy Dal Makhani (Recipe In Hindi),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Roop/Dal_Makhani.jpg,northindian lunch highproteinvegetarian  ,दाल मखनी उत्तर भारत की प्रसिद्ध डिश है. इसे ज्यादातर दिल्ली और पंजाब में बनाया जाता है. दाल मखनी में काली दाल को राजमा और मसालो के साथ पकाया जाता है. मक्खन के प्रयोग से इस दाल का स्वाद और भी बढ़ जाता है. सर्दियों में इसे अपने रोज के खाने के लिए बनाए और इसका आनंद ले.
